Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Canada,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.24814,8.62482,8.85670,9.01090,9.06628,9.03541,9.34210,9.44540,9.60755,10.66226,10.67611,10.37951,10.50972,10.41175,10.25765,10.73870,11.03193,10.90631,10.90543,11.00888,13.03512,12.33411,11.15471
Canada,Current Health Expenditure (CHE) per Capita in US$,,"2,001.66870","2,055.75952","2,149.37939","2,552.26392","2,916.25122","3,291.22070","3,788.68604","4,221.92871","4,491.22900","4,368.85693","5,083.98193","5,423.05908","5,538.93555","5,483.25586","5,231.73633","4,677.83008","4,667.70313","4,920.72852","5,080.32324","5,115.97607","5,668.34766","6,470.06787","6,207.18164"
Canada,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.35853,0.39393,0.41326,0.44644,0.41251,0.46404,0.48384,0.61308,0.47915,0.54793,0.58611,0.55771,0.55660,0.48323,0.43591,0.45553,0.42354,0.38220,0.38158,0.38804,0.48074,0.47271,0.46564
Canada,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,0.34652,0.48201,0.39211,0.45315,0.47075,0.44305,0.44045,0.40040,0.35296,0.35484,0.32780,0.29911,0.30066,0.30917,0.39841,0.37913,0.37398
Canada,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Canada,Current Health Expenditure (CHE),% Gross domestic product (GDP),8.24814,8.62482,8.85670,9.01090,9.06628,9.03541,9.34210,9.44540,9.60755,10.66226,10.67611,10.37951,10.50972,10.41175,10.25765,10.73870,11.03192,10.90631,10.90542,11.00888,13.03512,12.33411,11.15471
Canada,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),6.00891,6.27901,6.41562,6.59056,6.62400,6.59906,6.48670,6.57311,6.70162,7.48481,7.46071,7.28938,7.40940,7.38290,7.25709,7.60736,7.70479,7.59250,7.59945,7.65234,9.60643,8.99394,7.95450
Canada,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.23924,2.34582,2.44109,2.42034,2.44228,2.43635,2.85540,2.87229,2.90593,3.17745,3.21541,3.09013,3.10032,3.02885,3.00056,3.13134,3.32713,3.31381,3.30598,3.35654,3.42868,3.34017,3.20022
Canada,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Canada,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,11.03192,10.90631,10.90543,11.00888,13.03512,12.33411,11.15471
Canada,Capital health expenditure,% Gross domestic product (GDP),0.35853,0.39393,0.41326,0.44644,0.41251,0.46404,0.48384,0.61308,0.47915,0.54793,0.58611,0.55771,0.55660,0.48323,0.43591,0.45553,0.42354,0.38220,0.38158,0.38804,0.48074,0.47271,0.46564
Chile,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.00021,7.09733,7.20834,7.25048,6.91029,6.62372,6.07236,6.21260,6.73954,7.25027,6.81958,6.79948,7.01951,7.47553,7.84150,8.35139,8.55767,9.09052,9.22575,9.36262,9.72727,9.34328,9.00163
Chile,Current Health Expenditure (CHE) per Capita in US$,,356.74414,326.96625,322.87408,349.77902,427.43677,500.87451,571.89832,649.92242,726.73669,738.28473,870.70959,994.66608,"1,081.46069","1,183.62085","1,150.06165","1,133.27979","1,179.73364","1,367.71643","1,457.27283","1,369.48401","1,280.63232","1,518.04004","1,380.68823"
Chile,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.10157,0.10338,0.10292,0.09600,0.10496,0.13137,0.17587,0.20822,0.17643,0.28605,0.26588,0.28118,0.26303,0.27397,0.25427,0.32279,0.30339,0.24575,0.24780,,,,
Chile,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.00021,7.09733,7.20834,7.25048,6.91029,6.62372,6.07236,6.21260,6.73955,7.25027,6.81958,6.79948,7.01951,7.47553,7.84150,8.35139,8.55767,9.09052,9.22575,9.36262,9.72727,9.34328,9.00163
Chile,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.50570,2.58088,2.70614,2.77314,2.72724,2.60594,2.51085,2.62537,2.93340,3.39757,3.21233,3.20646,3.36485,3.56204,3.74321,4.01007,4.24913,4.58157,4.68869,4.76718,5.47536,5.19716,4.92493
Chile,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),4.49450,4.51645,4.50219,4.47734,4.18304,4.01778,3.56029,3.58716,3.80534,3.85174,3.60656,3.59288,3.65456,3.91329,4.09810,4.34121,4.30854,4.50894,4.53706,4.59544,4.25191,4.14612,4.07671
Chile,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00006,0.00080,0.00096,0.00070,0.00014,0.00011,0.00020,0.00019,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Chile,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,9.36262,9.72727,9.34328,
Chile,Capital health expenditure,% Gross domestic product (GDP),0.10157,0.10338,0.10292,0.09600,0.10496,0.13137,0.17587,0.20822,0.17643,0.28605,0.26588,0.28118,0.26303,0.27397,0.25427,0.32279,0.30339,0.24575,0.24780,,,,
Colombia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.63529,5.94238,5.73297,5.77505,5.79892,6.06711,6.33547,6.49102,6.84192,7.31135,7.07130,6.78077,6.74602,7.01724,7.18553,7.52339,7.53117,7.67864,7.62541,7.77955,8.71432,9.01772,
Colombia,Current Health Expenditure (CHE) per Capita in US$,,134.28444,138.02864,131.76093,129.33969,159.20833,209.22647,239.64555,309.10782,378.67914,383.54962,452.05121,501.29831,546.21149,579.87964,586.87640,468.60544,447.06995,495.27026,517.15845,500.73138,462.23282,557.53949,
Colombia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.46144,0.42629,0.37137,0.35202,0.27152,0.34672,0.38042,0.51886,0.59454,0.62343,0.61439,0.69476,0.82817,0.82266,0.86037,,0.00000,,,,,,
Colombia,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.63529,5.94238,5.73297,5.77505,5.79892,6.06711,6.33547,6.49102,6.84192,7.31135,7.07130,6.78077,6.74602,7.01724,7.18553,7.52339,7.53117,7.67864,7.62541,7.77955,8.71432,9.01772,
Colombia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),4.20018,4.45983,4.36780,4.46872,4.26407,4.35741,4.56696,4.58606,4.74563,5.26797,5.10726,4.98384,4.71287,4.90206,5.05893,5.32889,5.29663,5.45498,5.46090,5.43606,6.21219,6.54606,
Colombia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.43413,1.47977,1.31396,1.19896,1.46263,1.65206,1.72347,1.87463,2.09216,2.03982,1.95961,1.78655,1.99762,2.11518,2.12661,2.19449,2.23454,2.22366,2.16452,2.34348,2.50214,2.47166,
Colombia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00098,0.00279,0.05120,0.10737,0.07222,0.05763,0.04504,0.03033,0.00413,0.00355,0.00444,0.01038,0.03552,,,,,,,,,,
Colombia,Capital health expenditure,% Gross domestic product (GDP),0.46144,0.42629,0.37137,0.35202,0.27152,0.34672,0.38042,0.51887,0.59454,0.62343,0.61439,0.69476,0.82817,0.82266,0.86037,,0.00000,,,,,,
Costa Rica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.56499,6.47410,6.86909,6.96919,6.63006,6.66430,6.93531,6.99643,7.46855,7.86019,8.02938,8.12198,7.78642,7.68229,7.66376,7.59196,7.31724,7.04523,7.28588,7.22125,7.82546,7.56881,
Costa Rica,Current Health Expenditure (CHE) per Capita in US$,,247.70189,255.18231,276.23712,287.37347,290.13354,309.51428,359.79248,423.63812,510.99155,529.60870,654.17340,742.14191,776.43488,816.87872,822.91003,875.34973,870.73840,853.75049,902.22119,914.88470,953.08252,948.92163,
Costa Rica,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.20214,0.31178,0.35047,0.33799,0.17174,0.15936,0.12714,0.17329,0.32831,0.38158,0.22507,0.13584,0.12657,0.19534,0.19350,0.21174,0.24312,0.25388,0.24197,0.28705,0.42624,0.31924,
Costa Rica,Current Health Expenditure (CHE),% Gross domestic product (GDP),6.56499,6.47410,6.86909,6.96919,6.63006,6.66430,6.93531,6.99643,7.46855,7.86019,8.02938,8.12198,7.78642,7.68229,7.66376,7.59196,7.31724,7.04523,7.28588,7.22125,7.82546,7.56881,
Costa Rica,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),4.26219,4.24420,4.59279,4.62578,4.37697,4.26226,4.58488,4.63240,5.06514,5.57623,5.80644,5.70107,5.50348,5.45446,5.44292,5.51983,5.36529,5.17890,5.27453,5.23800,5.61918,5.29931,
Costa Rica,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.22981,2.14831,2.24970,2.32003,2.23775,2.39024,2.34424,2.35740,2.39294,2.26164,2.20602,2.41041,2.27800,2.22484,2.21900,2.07165,1.94988,1.86256,2.01089,1.98318,2.19565,2.26595,
Costa Rica,External Health Expenditure (EXT),% Gross domestic product (GDP),0.07299,0.08159,0.02660,0.02338,0.01534,0.01180,0.00619,0.00663,0.01047,0.02232,0.01692,0.01050,0.00494,0.00300,0.00185,0.00048,0.00208,0.00377,0.00045,0.00008,0.01063,0.00355,
Costa Rica,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,7.31724,7.04523,7.28588,7.22125,7.82546,7.56881,
Costa Rica,Capital health expenditure,% Gross domestic product (GDP),0.20214,0.31178,0.35047,0.33799,0.17174,0.15936,0.12714,0.17329,0.32831,0.38158,0.22507,0.13584,0.12657,0.19534,0.19350,0.21174,0.24312,0.25388,0.24197,0.28705,0.42624,0.31924,
Cuba,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.58190,6.98210,7.11482,7.10295,6.83179,8.75525,8.27191,10.96749,11.31423,12.29054,10.68808,11.31299,9.29941,10.43099,12.14123,12.81401,12.21775,11.47197,11.01843,11.08497,12.48640,13.78728,
Cuba,Current Health Expenditure (CHE) per Capita in US$,,181.14725,198.58794,213.95627,227.69859,232.50595,331.98813,387.44147,570.31433,610.09155,676.22461,608.96155,695.99158,601.42426,710.79340,864.15558,985.41901,984.24866,980.09216,973.13745,"1,013.10138","1,186.15649",,
Cuba,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.14965,0.19892,0.23521,0.44125,0.84745,0.81818,0.50287,0.34401,0.36189,0.25297,0.10293,0.13070,0.09845,0.13185,0.12800,0.21807,0.25457,0.16551,0.14663,0.09369,0.07871,0.18588,
Cuba,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,0.14965,0.19892,0.23448,0.44074,0.84745,0.81818,0.50287,0.34401,0.36189,0.25297,0.10293,0.13070,0.09845,0.13185,0.12800,0.21807,0.25457,0.16511,0.14663,0.09369,0.07871,0.18588,
Cuba,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,0.00000,0.00000,0.00072,0.00051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00040,,,,,
Cuba,Current Health Expenditure (CHE),% Gross domestic product (GDP),6.58190,6.98210,7.11482,7.10295,6.83179,8.75525,8.27191,10.96749,11.31423,12.29054,10.68808,11.31299,9.29941,10.43100,12.14123,12.81401,12.21775,11.47197,11.01843,11.08497,12.48640,13.78728,
Cuba,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.50884,5.67066,5.72781,5.64911,5.46842,7.43015,7.08049,9.88245,10.29249,11.28293,9.70250,10.06710,8.06292,9.13837,10.95757,11.57496,10.94802,10.23551,9.77754,9.86757,11.36566,12.62829,
Cuba,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.06820,1.30609,1.37866,1.44368,1.33890,1.29960,1.17988,1.07297,0.99990,0.99549,0.98138,1.22366,1.22110,1.28001,1.17028,1.23294,1.25665,1.22766,1.23118,1.20274,1.11379,1.15727,
Cuba,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00485,0.00535,0.00834,0.01016,0.02447,0.02550,0.01154,0.01208,0.02184,0.01212,0.00421,0.02223,0.01538,0.01262,0.01338,0.00611,0.01309,0.00881,0.00970,0.01466,0.00695,0.00172,
Cuba,Capital health expenditure,% Gross domestic product (GDP),0.14965,0.19892,0.23521,0.44125,0.84745,0.81818,0.50287,0.34401,0.36189,0.25297,0.10293,0.13070,0.09845,0.13185,0.12800,0.21807,0.25457,0.16551,0.14663,0.09369,0.07871,0.18588,
Dominica,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.32374,4.64502,4.65311,4.84618,4.74520,4.97773,4.78092,4.79110,5.04969,4.98329,5.15712,5.33450,5.79510,5.34750,5.26142,5.15942,5.12308,5.46245,6.18496,5.16904,5.99901,6.50494,
Dominica,Current Health Expenditure (CHE) per Capita in US$,,259.64670,231.98364,227.21820,243.10257,253.98325,263.89520,271.49783,293.61826,336.35327,354.44778,370.31329,388.87131,408.77490,387.08289,394.67294,398.52124,421.32178,404.60904,484.52222,442.51160,420.02460,482.42966,
Dominica,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.00000,0.00000,0.00000,0.00000,0.00071,0.00102,0.00000,0.00088,0.00113,0.13192,0.64868,0.45956,0.28974,0.60908,0.40258,0.08919,0.08732,1.27453,0.23165,0.59791,0.72344,6.01793,
Dominica,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.63074,0.09169,0.27231,0.15970,2.37059,
Dominica,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.64379,0.13996,0.32560,0.56374,3.64735,
Dominica,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.32374,4.64502,4.65311,4.84618,4.74520,4.97773,4.78092,4.79110,5.04969,4.98329,5.15712,5.33450,5.79510,5.34750,5.26142,5.15942,5.12308,5.46245,6.18496,5.16904,5.99901,6.50494,
Dominica,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),3.36024,2.57100,2.43641,2.70172,2.57290,2.79434,2.69502,2.52051,2.61492,2.67259,2.95950,3.15107,3.48056,3.28141,3.21116,3.25269,3.33052,3.76958,4.10668,3.33201,3.79538,4.17005,
Dominica,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.80802,1.96538,1.99560,1.99745,1.98469,2.04882,1.96309,2.11665,2.30307,2.16467,2.05776,2.01791,2.11389,1.94461,1.93403,1.80686,1.69777,1.60420,1.96620,1.79986,1.74102,1.58996,
Dominica,External Health Expenditure (EXT),% Gross domestic product (GDP),0.15549,0.10863,0.22110,0.14700,0.18762,0.13456,0.12281,0.15394,0.13169,0.14603,0.13986,0.16553,0.20065,0.12147,0.11623,0.09987,0.09480,0.08867,0.11208,0.03717,0.46261,0.74493,
Dominica,Capital health expenditure,% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00071,0.00102,0.00000,0.00088,0.00113,0.13192,0.64869,0.45956,0.28974,0.60908,0.40258,0.08919,0.08732,1.27453,0.23165,0.59791,0.72344,6.01793,
Dominican Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.88427,4.88183,4.98649,4.38888,4.28774,4.35391,3.99365,4.08935,4.56146,4.76338,4.92355,5.03798,5.04898,4.91598,4.79757,4.72217,4.57663,4.49337,4.12602,4.23949,4.93998,4.91816,
Dominican Republic,Current Health Expenditure (CHE) per Capita in US$,,138.99898,144.17262,153.85899,105.31116,105.84015,169.96866,162.94298,191.22145,230.50578,238.27136,271.26663,295.19440,305.43646,303.37979,313.45752,322.94608,329.10880,337.60925,327.90109,346.50790,354.09363,416.89975,
Dominican Republic,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,1.70317,1.26818,1.31673,1.24063,0.07181,0.11243,0.10427,0.14480,0.21905,0.12579,0.18908,0.17518,0.28087,0.08474,0.08639,0.16808,0.14283,0.31292,0.25978,,,,
Dominican Republic,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.88427,4.88183,4.98649,4.38888,4.28774,4.35391,3.99365,4.08935,4.56146,4.76338,4.92355,5.03798,5.04898,4.91598,4.79757,4.72217,4.57663,4.49337,4.12602,4.23949,4.93998,4.91816,
Dominican Republic,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.71051,1.70341,1.67956,1.15991,1.14767,1.39309,1.40172,1.68479,2.12083,2.33016,2.51638,2.72521,2.76371,2.77817,2.46089,2.36798,2.66467,2.68220,2.52542,2.59220,3.24333,3.28692,
Dominican Republic,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.08388,3.03684,3.04212,3.08824,3.04654,2.88687,2.54724,2.33367,2.35954,2.38877,2.37406,2.28641,2.21262,2.10808,1.97062,1.92526,1.87598,1.76806,1.54621,1.59761,1.65724,1.55603,
Dominican Republic,External Health Expenditure (EXT),% Gross domestic product (GDP),0.08988,0.14158,0.26481,0.14074,0.09353,0.07395,0.04469,0.07089,0.08109,0.04445,0.03311,0.02636,0.07265,0.02973,0.36607,0.42893,0.03598,0.04311,0.05439,0.04967,0.03942,0.07520,
Dominican Republic,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,4.57663,4.49337,4.12602,4.23949,,,
Dominican Republic,Capital health expenditure,% Gross domestic product (GDP),1.70317,1.26818,1.31673,1.24063,0.07181,0.11243,0.10427,0.14480,0.21905,0.12579,0.18908,0.17518,0.28087,0.08474,0.08639,0.16808,0.14283,0.31292,0.25978,,,,
Ecuador,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.33442,3.75669,4.47672,5.44399,5.56991,5.59754,5.70635,5.43095,5.46596,5.79984,6.22109,6.58094,6.86373,6.88127,6.83200,7.60513,7.41604,7.53718,7.82610,7.77071,8.35890,8.28662,
Ecuador,Current Health Expenditure (CHE) per Capita in US$,,48.37698,71.55697,97.78112,132.74376,150.58769,168.72697,190.63995,194.37643,232.87502,245.95540,288.67255,342.38489,389.75610,416.34296,435.51331,466.23752,450.82925,470.80328,494.71490,484.36807,471.87576,494.30838,
Ecuador,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.08336,0.09392,0.11192,0.18887,0.22250,0.22133,0.24743,0.25509,0.24486,0.40589,0.38424,0.37606,0.39011,0.47831,0.47198,0.59770,0.66448,0.84225,0.38358,0.30372,0.21543,0.20493,
Ecuador,Current Health Expenditure (CHE),% Gross domestic product (GDP),3.33442,3.75669,4.47672,5.44399,5.56991,5.59754,5.70635,5.43095,5.46596,5.79984,6.22109,6.58094,6.86373,6.88127,6.83200,7.60513,7.41604,7.53718,7.82610,7.77071,8.35890,8.28662,
Ecuador,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.96102,1.25511,1.41283,1.66805,1.73262,1.68276,1.81757,2.12949,2.16741,2.45888,2.92586,3.14382,3.52021,3.91916,4.19739,4.38922,4.50147,4.64450,4.97737,4.87126,5.07645,5.27873,
Ecuador,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.28060,2.42801,3.01660,3.74510,3.77171,3.88105,3.83490,3.28257,3.27832,3.32877,3.28496,3.42800,3.33888,2.95651,2.62236,3.20804,2.90229,2.88358,2.84129,2.89532,3.26920,2.97213,
Ecuador,External Health Expenditure (EXT),% Gross domestic product (GDP),0.09280,0.07357,0.04729,0.03083,0.06559,0.03373,0.05388,0.01889,0.02023,0.01219,0.01027,0.00912,0.00465,0.00560,0.01225,0.00788,0.01228,0.00910,0.00743,0.00413,0.01325,0.03575,
Ecuador,Capital health expenditure,% Gross domestic product (GDP),0.08336,0.09392,0.11192,0.18887,0.22250,0.22133,0.24743,0.25509,0.24486,0.40589,0.38424,0.37606,0.39011,0.47831,0.47198,0.59770,0.66448,0.84225,0.38358,0.30372,0.21543,0.20493,
El Salvador,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.84343,7.88605,7.88566,7.77182,8.13022,9.20058,8.69339,8.47836,8.49586,8.83750,8.90416,8.87645,8.60625,9.05236,8.59894,8.75833,8.71456,8.42287,8.32275,8.80846,9.08151,9.71643,
El Salvador,Current Health Expenditure (CHE) per Capita in US$,,155.13145,161.76152,166.12776,170.78583,184.88005,223.97185,230.50076,238.63466,251.83342,255.38142,268.66708,293.36771,298.72540,321.82663,312.86746,329.44250,337.27490,335.73712,345.05182,377.02557,354.48700,442.21375,
El Salvador,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.42634,0.32811,0.19250,0.40777,0.28969,
El Salvador,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.24672,0.03454,0.15365,0.40146,0.27411,
El Salvador,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.17961,0.29357,0.03812,0.00631,0.01559,
El Salvador,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.84343,7.88605,7.88566,7.77182,8.13022,9.20058,8.69339,8.47836,8.49586,8.83750,8.90416,8.87645,8.60625,9.05236,8.59894,8.75833,8.71456,8.42287,8.32275,8.80846,9.08151,9.71643,
El Salvador,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),3.94315,3.83342,4.00326,3.88919,4.01651,4.24825,4.52057,4.10492,4.08899,4.10507,4.37233,4.79892,4.45449,4.76325,4.68769,4.80888,4.84736,4.58292,4.54388,4.71487,5.88103,6.40301,
El Salvador,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.81958,3.88985,3.84296,3.84493,3.94576,4.76657,3.91795,4.09898,4.12848,4.05017,3.99449,4.00833,3.98014,4.01585,3.72903,3.80772,3.72735,3.83053,3.76436,4.09334,3.17552,3.28787,
